"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GMTA","GATX Corporation","25.47","n/a","2016","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/gmta",
"GLIBA","GCI Liberty, Inc.","71.49","$7.56B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/gliba",
"GLIBP","GCI Liberty, Inc.","26.53","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/glibp",
"GCP","GCP Applied Technologies Inc.","18.56","$1.35B","2016","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gcp",
"GDS","GDS Holdings Limited","82.8","$12.59B","2016","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/gds",
"JOB","GEE Group Inc.","1.5","$23.75M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/job",
"GNSS","Genasys Inc.","4.77","$158.02M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/gnss",
"GNK","Genco Shipping & Trading Limited ","6.31","$263.77M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/gnk",
"GENC","Gencor Industries Inc.","12.1","$176.49M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/genc",
"GNRC","Generac Holdlings Inc.","122.73","$7.69B","2010","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/gnrc",
"GAM","General American Investors, Inc.","32.06","$792.48M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gam",
"GAM^B","General American Investors, Inc.","28.083","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gam^b",
"GD","General Dynamics Corporation","147.3","$42.26B","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/gd",
"GE","General Electric Company","6.82","$59.66B","n/a","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/ge",
"GFN","General Finance Corporation","6.89","$204.93M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/gfn",
"GFNCP","General Finance Corporation","97.9999","n/a","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/gfncp",
"GFNSL","General Finance Corporation","25.19","n/a","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/gfnsl",
"GIS","General Mills, Inc.","61.48","$37.49B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/gis",
"GMO","General Moly, Inc","0.2152","$32.86M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gmo",
"GM","General Motors Company","25.24","$36.12B","2010","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/gm",
"GBIO","Generation Bio Co.","19.56","$873.05M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gbio",
"GCO","Genesco Inc.","21.31","$312.87M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/gco",
"GEL","Genesis Energy, L.P.","6.67","$817.6M","1996","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/gel",
"GEN           ","Genesis Healthcare, Inc.","0.6416","$106.68M","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/gen",
"GENE","Genetic Technologies Ltd","2.41","$28.98M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gene",
"GTH","Genetron Holdings Limited","13.01","$1.15B","2020","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/gth",
"GNFT","GENFIT S.A.","5.44","$211.29M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gnft",
"GNE","Genie Energy Ltd.","7.43","$195.69M","2011","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/gne",
"GNE^A","Genie Energy Ltd.","8.745","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gne^a",
"GNUS","Genius Brands International, Inc.","3.55","$772.66M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/gnus",
"GMAB","Genmab A/S","33.44","$21.8B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gmab",
"GNMK","GenMark Diagnostics, Inc.","14.93","$1.05B","2010","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/gnmk",
"GNCA","Genocea Biosciences, Inc.","2.19","$60.54M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gnca",
"G","Genpact Limited","36.56","$6.96B","2007","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/g",
"GNPX","Genprex, Inc.","3.03","$117.05M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gnpx",
"GNTX","Gentex Corporation","25.98","$6.36B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/gntx",
"THRM","Gentherm Inc","38.89","$1.27B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/thrm",
"GPC","Genuine Parts Company","86.84","$12.53B","n/a","Capital Goods","Automotive Aftermarket","https://old.nasdaq.com/symbol/gpc",
"GNW","Genworth Financial Inc","2.28","$1.15B","2004","Finance","Life Insurance","https://old.nasdaq.com/symbol/gnw",
"GEO","Geo Group Inc (The)","11.77","$1.43B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/geo",
"GPRK","Geopark Ltd","10.9","$661.08M","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gprk",
"GPJA","Georgia Power Company","26.05","n/a","2017","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/gpja",
"GEOS","Geospace Technologies Corporation","6.71","$91.69M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/geos",
"GGB","Gerdau S.A.","2.96","$5.03B","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/ggb",
"GABC","German American Bancorp, Inc.","29.55","$783.1M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/gabc",
"GERN","Geron Corporation","2.17","$673.5M","1996","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gern",
"GTY","Getty Realty Corporation","29.92","$1.24B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/gty",
"GEVO","Gevo, Inc.","0.4898","$7.29M","2011","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gevo",
"GFL","GFL Environmental Inc.","18.85","$5.93B","2020","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/gfl",
"GFLU","GFL Environmental Inc.","49.67","n/a","2020","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/gflu",
"ROCK","Gibraltar Industries, Inc.","46.73","$1.51B","1993","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/rock",
"GIGM","GigaMedia Limited","3.03","$33.49M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/gigm",
"GIX","GigCapital2, Inc.","10.1544","$225.88M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gix",
"GIX.U","GigCapital2, Inc.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/gix.u",
"GIX.WS","GigCapital2, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gix.ws",
"GIX~","GigCapital2, Inc.","0.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gix~",
"GIK","GigCapital3, Inc.","9.8","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/gik",
"GIK.U","GigCapital3, Inc.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/gik.u",
"GIK.WS","GigCapital3, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gik.ws",
"GIII","G-III Apparel Group, LTD.","12.94","$621.8M","1989","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/giii",
"GILT","Gilat Satellite Networks Ltd.","6.3","$349.61M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/gilt",
"GIL","Gildan Activewear, Inc.","15.52","$3.08B","1998","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/gil",
"GILD","Gilead Sciences, Inc.","76.35","$95.77B","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gild",
"GBCI","Glacier Bancorp, Inc.","34.24","$3.27B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/gbci",
"GLAD","Gladstone Capital Corporation","7.08","$220.84M","2001","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/glad",
"GLADD","Gladstone Capital Corporation","24.1601","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/gladd",
"GLADL","Gladstone Capital Corporation","23.76","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/gladl",
"GOOD","Gladstone Commercial Corporation","18.58","$645.06M","2003","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/good",
"GOODM","Gladstone Commercial Corporation","24.45","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/goodm",
"GOODN","Gladstone Commercial Corporation","22.95","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/goodn",
"GAIN","Gladstone Investment Corporation","10.07","$387.91M","2005","n/a","n/a","https://old.nasdaq.com/symbol/gain",
"GAINL","Gladstone Investment Corporation","24.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gainl",
"GAINM","Gladstone Investment Corporation","24.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gainm",
"LAND","Gladstone Land Corporation","15.64","$333.86M","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/land",
"LANDP","Gladstone Land Corporation","25.9752","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/landp",
"GLT","Glatfelter","15.69","$695.25M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/glt",
"GKOS","Glaukos Corporation","38.64","$1.71B","2015","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/gkos",
"GSK","GlaxoSmithKline PLC","41.22","$103.41B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gsk",
"GLBZ","Glen Burnie Bancorp","8.13","$23.04M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/glbz",
"GBT","Global Blood Therapeutics, Inc.","67.83","$4.13B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gbt",
"CO","Global Cord Blood Corporation","2.99","$363.44M","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/co",
"ENT","Global Eagle Entertainment Inc.","4.48","$16.78M","2011","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ent",
"GBLI","Global Indemnity Limited","23.46","$335.92M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/gbli",
"GBLIL","Global Indemnity Limited","24.86","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/gblil",
"GBLIZ","Global Indemnity Limited","24.985","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/gbliz",
"GMRE","Global Medical REIT Inc.","11.16","$513.21M","2016","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/gmre",
"GMRE^A","Global Medical REIT Inc.","25.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gmre^a",
"GNL","Global Net Lease, Inc.","16.7","$1.49B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/gnl",
"GNL^A","Global Net Lease, Inc.","24.57","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnl^a",
"GNL^B","Global Net Lease, Inc.","23.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnl^b",
"GLP","Global Partners LP","9.75","$331.46M","2005","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/glp",
"GLP^A","Global Partners LP","23.67","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glp^a",
"GPN","Global Payments Inc.","171.46","$51.28B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/gpn",
"SELF","Global Self Storage, Inc.","3.8901","$36.4M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/self",
"GSL","Global Ship Lease, Inc.","4.26","$129.98M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/gsl",
"GSL^B","Global Ship Lease, Inc.","21.0504","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gsl^b",
"GSLD","Global Ship Lease, Inc.","20.665","n/a","2019","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/gsld",
"GWRS","Global Water Resources, Inc.","10.93","$246.33M","2016","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/gwrs",
"AIQ","Global X Artificial Intelligence & Technology ETF","21.0545","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aiq",
"DRIV","Global X Autonomous & Electric Vehicles ETF","14.7624","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/driv",
"POTX","Global X Cannabis ETF","10.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/potx",
"CLOU","Global X Cloud Computing ETF","22.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clou",
"KRMA","Global X Conscious Companies ETF","22.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/krma",
"BUG","Global X Cybersecurity ETF","20.1586","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bug",
"DAX","Global X DAX Germany ETF","26.485","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dax",
"EBIZ","Global X E-commerce ETF","24.4305","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ebiz",
"FINX","Global X FinTech ETF","34.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/finx",
"CHIC","Global X Funds Global X MSCI China Communication Services ETF","25.7161","$25.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chic",
"GNOM","Global X Genomics & Biotechnology ETF","18.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnom",
"BFIT","Global X Health & Wellness Thematic ETF","20.2199","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfit",
"SNSR","Global X Internet of Things ETF","24.245","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snsr",
"LNGR","Global X Longevity Thematic ETF","24.6097","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lngr",
"MILN","Global X Millennials Thematic ETF","28.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/miln",
"EFAS","Global X MSCI SuperDividend EAFE ETF","12.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/efas",
"QYLD","Global X NASDAQ-100 Covered Call ETF","21.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qyld",
"BOTZ","Global X Robotics & Artificial Intelligence ETF","24.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/botz",
"CATH","Global X S&P 500 Catholic Values ETF","38.4941","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cath",
"CEFA","Global X S&P Catholic Values Developed ex-U.S. ETF","25.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cefa",
"SOCL","Global X Social Media ETF","44.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/socl",
"ALTY","Global X SuperDividend Alternatives ETF","10.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alty",
"SRET","Global X SuperDividend REIT ETF","7.78","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sret",
"GXTG","Global X Thematic Growth ETF","31.8302","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gxtg",
"HERO","Global X Video Games & Esports ETF","23.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hero",
"YLCO","Global X YieldCo & Renewable Energy Income ETF","14.255","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ylco",
"GSB","GlobalSCAPE, Inc.","9.61","$179.81M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gsb",
"GSAT","Globalstar, Inc.","0.3076","$513.28M","2006","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/gsat",
"GLOB","Globant S.A.","154.04","$6.09B","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/glob",
"GL","Globe Life Inc.","72.53","$7.72B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/gl",
"GL^C","Globe Life Inc.","25.57","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gl^c",
"GLBS","Globus Maritime Limited","0.2447","$22.5M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/glbs",
"GMED","Globus Medical, Inc.","49.16","$4.79B","2012","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/gmed",
"GSMG","Glory Star New Media Group Holdings Limited","3.42","$191.17M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/gsmg",
"GSMGW","Glory Star New Media Group Holdings Limited","0.0399","n/a","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/gsmgw",
"GLUU","Glu Mobile Inc.","9.67","$1.47B","2007","Technology","EDP Services","https://old.nasdaq.com/symbol/gluu",
"GLYC","GlycoMimetics, Inc.","3.76","$163.87M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/glyc",
"GMS","GMS Inc.","23.72","$1.01B","2016","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/gms",
"GDDY","GoDaddy Inc.","71.3","$11.87B","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/gddy",
"GOGO","Gogo Inc.","3.1","$259.69M","2013","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/gogo",
"GOL","Gol Linhas Aereas Inteligentes S.A.","7.02","$1.24B","2004","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/gol",
"GLNG","Golar LNG Limited","6.83","$668.49M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/glng",
"GMLP","Golar LNG Partners LP","2.67","$185.04M","2011","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/gmlp",
"GMLPP","Golar LNG Partners LP","18.0057","n/a","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/gmlpp",
"GFI","Gold Fields Limited","9.27","$8.19B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gfi",
"GORO","Gold Resource Corporation","3.85","$269.6M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/goro",
"GSV","Gold Standard Ventures Corporation","0.87","$247.41M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/gsv",
"DNJR","GOLDEN BULL LIMITED","1.33","$19.82M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dnjr",
"GDEN","Golden Entertainment, Inc.","9.13","$256.1M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/gden",
"AUMN","Golden Minerals Company","0.4213","$54M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/aumn",
"GOGL","Golden Ocean Group Limited","3.92","$561.65M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/gogl",
"GSS","Golden Star Resources, Ltd","2.72","$298.9M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gss",
"GV","Goldfield Corporation (The)","3.75","$91.96M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/gv",
"GSBD","Goldman Sachs BDC, Inc.","16.1","$650.47M","2015","n/a","n/a","https://old.nasdaq.com/symbol/gsbd",
"GS","Goldman Sachs Group, Inc. (The)","197.4","$67.88B","1999","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/gs",
"GS^A","Goldman Sachs Group, Inc. (The)","20.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^a",
"GS^C","Goldman Sachs Group, Inc. (The)","21.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^c",
"GS^D","Goldman Sachs Group, Inc. (The)","20.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^d",
"GS^J","Goldman Sachs Group, Inc. (The)","25.585","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^j",
"GS^K","Goldman Sachs Group, Inc. (The)","26.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^k",
"GS^N","Goldman Sachs Group, Inc. (The)","26.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^n",
"GER","Goldman Sachs MLP Energy Renaissance Fund","7.51","$66.31M","1986","n/a","n/a","https://old.nasdaq.com/symbol/ger",
"GMZ","Goldman Sachs MLP Income Opportunities Fund","9.44","$60.06M","2013","n/a","n/a","https://old.nasdaq.com/symbol/gmz",
"GBDC","Golub Capital BDC, Inc.","11.85","$1.98B","2010","n/a","n/a","https://old.nasdaq.com/symbol/gbdc",
"GTIM","Good Times Restaurants Inc.","1.24","$15.61M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/gtim",
"GBLK","GoodBulk Ltd.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gblk",
"GDP","Goodrich Petroleum Corporation","7.22","$90.5M","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gdp",
"GSHD","Goosehead Insurance, Inc.","75.57","$2.82B","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/gshd",
"GPRO","GoPro, Inc.","4.79","$754.78M","2014","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/gpro",
"GHIV","Gores Holdings IV, Inc.","10.2","$535.5M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ghiv",
"GHIVU","Gores Holdings IV, Inc.","10.53","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ghivu",
"GHIVW","Gores Holdings IV, Inc.","1.8","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ghivw",
"GMHI","Gores Metropoulos, Inc.","10.86","$543M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gmhi",
"GMHIU","Gores Metropoulos, Inc.","11.25","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gmhiu",
"GMHIW","Gores Metropoulos, Inc.","2","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gmhiw",
"GRC","Gorman-Rupp Company (The)","30.58","$797.88M","n/a","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/grc",
"GOSS","Gossamer Bio, Inc.","13.16","$997.43M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/goss",
"GPX","GP Strategies Corporation","8.06","$138.41M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/gpx",
"GGG","Graco Inc.","48.51","$8.08B","n/a","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/ggg",
"GRAF","Graf Industrial Corp.","20.53","$625.56M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/graf",
"GRAF.U","Graf Industrial Corp.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/graf.u",
"GRAF.WS","Graf Industrial Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/graf.ws",
"EAF","GrafTech International Ltd.","7.82","$2.09B","2018","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/eaf",
"GHM","Graham Corporation","12.81","$127.7M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ghm",
"GHC","Graham Holdings Company","336.77","$1.76B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ghc",
"GTE","Gran Tierra Energy Inc.","0.3436","$126.09M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gte",
"GRAM","Grana y Montero S.A.A.","2.25","$392.36M","2018","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/gram",
"LOPE","Grand Canyon Education, Inc.","90.8","$4.3B","2008","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/lope",
"GVA","Granite Construction Incorporated","18.2","$850.69M","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/gva",
"GPMT","Granite Point Mortgage Trust Inc.","6.73","$371.07M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/gpmt",
"GRP.U","Granite Real Estate Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grp.u",
"GPK","Graphic Packaging Holding Company","14.09","$3.94B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/gpk",
"GRVY","GRAVITY Co., Ltd.","53.64","$372.74M","2005","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/grvy",
"GTN","Gray Television, Inc.","13.7","$1.36B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/gtn",
"GTN.A","Gray Television, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gtn.a",
"AJX","Great Ajax Corp.","8.69","$199.27M","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ajx",
"AJXA","Great Ajax Corp.","23.71","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ajxa",
"GECC","Great Elm Capital Corp.","4.23","$42.57M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gecc",
"GECCL","Great Elm Capital Corp.","22.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geccl",
"GECCM","Great Elm Capital Corp.","19.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geccm",
"GECCN","Great Elm Capital Corp.","18.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/geccn",
"GEC","Great Elm Capital Group, Inc. ","2.1","$53.44M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gec",
"GLDD","Great Lakes Dredge & Dock Corporation","8.81","$570.84M","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/gldd",
"GPL","Great Panther Mining Limited","0.5291","$186.58M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gpl",
"GSBC","Great Southern Bancorp, Inc.","38.03","$535.63M","1989","Finance","Major Banks","https://old.nasdaq.com/symbol/gsbc",
"GWB","Great Western Bancorp, Inc.","13.05","$717.93M","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/gwb",
"GRBK","Green Brick Partners, Inc.","11.54","$584.12M","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/grbk",
"GDOT","Green Dot Corporation","49.53","$2.62B","2010","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gdot",
"GPP","Green Plains Partners LP","6.52","$151.01M","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gpp",
"GPRE","Green Plains, Inc.","10.26","$364.17M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gpre",
"GBX","Greenbrier Companies, Inc. (The)","22.09","$721.63M","1994","Capital Goods","Railroads","https://old.nasdaq.com/symbol/gbx",
"GCBC","Greene County Bancorp, Inc.","23","$195.81M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/gcbc",
